SNES_Name,Absorbs,Attack,Attack_Visual,Control,Defense,Drops,Exp,Elemental_Immunity,Evasion,Gil,HP,ID,Imp_Criticals,Inherent_Status,Level,Location,MP,MP_Kill,Magic_Attack,Magic_Defense,Magic_Evasion,Metamorphose,Other_Immunity,Rage,Run_Difficulty,Sketch,Special_Attack,Speed,Status_Immunity,Steal,Type,Vulnerable_to,Weak_Against,Boss,iOS,Dragon_Den
Leader,None,18,Kiku-ichimonji,"Attack, Axe",5,"Black Belt (7/8), Phoenix Down (1/8)",0,None,0,50,456,36,Yes,Protect,12,Doma Castle (Sabin's Scenario) [WoB],20,No,10,110,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)",Control,None,Can't Run Away,"Attack (3/4), Axe (1/4)",Axe (150% damage),35,None,None,Humanoid,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Petrify Death, Doom, Critical, Image, Silence, Berserk, Confusion Sap, Sleep, Slow, Stop",None,0,0,0
Trilobiter,None,11,Fist,"Attack, Poison Barb, Poison",90,None,105,None,0,135,150,27,No,Protect,12,South Figaro Cave (Locke's Scenario) [WoB],20,No,10,150,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (255/256)",None,Poison Barb,Easy,"Attack (3/4), Poison Barb (1/4)",Poison Barb (inflicts 'Poison'),30,Imp,"Antidote (7/8), Potion (1/8)",N/A,"Darkness, Zombie, Poison, MagiTek, Invisible, Petrify, Death Doom, Critical, Image, Silence, Berserk, Confusion, Sap Sleep, Slow, Stop",None,0,0,0
Chadarnook,Lightning,18,Fist,"Attack, Hit",135,None,0,None,0,0,30000,319,No,None,41,Owzer's Mansion [WoR],7600,Yes,10,130,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)","Meteor Strike, Control",None,Can't Run Away,"Attack (3/4), Hit (1/4)",Hit (inflicts 'Doom'),61,"Zombie, Poison, Invisible, Imp, Petrify, Death, Doom Silence, Berserk, Confusion, Sap, Sleep, Stop",None,N/A,"Darkness, MagiTek, Critical, Image, Slow","Fire, Holy",1,0,0
Chadarnook,"Holy, Water",13,Magical Brush,"Attack, Last Kiss",140,None,0,None,0,0,56000,15,No,None,37,Owzer's Mansion [WoR],9400,No,10,150,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (255/256)","Meteor Strike, Control",None,Can't Run Away,"Attack (3/4), Last Kiss (1/4)",Last Kiss (inflicts 'Doom'),50,"Zombie, Poison, MagiTek, Invisible, Imp, Petrify, Death, Doom, Critical, Silence, Berserk, Confusion, Sap, Sleep, Stop",None,N/A,None,Fire,1,0,0
Chaos Drgn,Fire,13,Dragon Claws,"Attack, Incinerate, Disaster, Meteor",5,Phoenix Down (1/8),4881,None,0,1000,9013,170,Yes,None,44,Phoenix Cave (Everywhere) [WoR],1300,No,10,85,0,"Dried Meat, Dried Meat, Dried Meat, Dried Meat (64/256)",None,Disaster,Easy,"Disaster (3/4), Incinerate (1/4)",Incinerate (inflicts 'Death'),30,"Petrify, Death, Doom, Critical, Confusion, Sleep",Phoenix Down (1/8),N/A,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Image Silence, Berserk, Sap, Slow, Stop",Ice,0,0,0
Chaser,None,13,Dragon Claws,"Attack, Program 17, Plasma, Dischord",200,None,691,None,0,380,1202,86,No,Float,19,Vector (While escaping from Magitek Research Facility),140,No,8,150,0,"Mythril Sword, Mythril Helm, Mythril Mail, Heavy Shield (64/256)",Meteor Strike,Plasma,Easy,"Plasma (3/4), Program 17 (1/4)",Program 17 (bestows 'Shell'),40,"Zombie, Poison, MagiTek, Imp, Petrify, Sap",Bioblaster (1/8),N/A,"Darkness, Invisible, Death, Doom, Critical, Image, Silence Berserk, Confusion, Sleep, Slow, Stop","Lightning, Water",0,0,0
Madam,None,8,Sasuke,"Attack, Flare, Holy, Blizzaga",100,None,2200,None,0,700,8150,244,No,None,53,Kefka's Tower (1st Party,900,Yes,12,155,0,"Potion, Potion, Potion, Ribbon (32/256)",None,Holy,Hard,"Holy (3/4), Flare (1/4)",Blinding Touch (inflicts 'Darkness'),35,"Darkness, Petrify, Death, Doom, Critical, Silence",Silver Spectacles (1/8),Humanoid,"Zombie, Poison, MagiTek, Invisible, Imp, Image, Berserk Confusion, Sap, Sleep, Slow, Stop",Poison,0,0,0
Chimera,None,25,Trident,"Attack, Romp, Aqua Breath, Snowstorm",100,Golden Armor (1/8),1144,None,0,760,2237,96,No,None,22,Grass East of Veldt Overworld (Area around Thamasa) Dragon's Den (Holy Palace) [WoR],100,No,10,110,0,"Potion, Potion, Potion, Flame Shield (32/256)",None,Aqua Breath,Easy,"Aqua Breath (3/4), Romp (1/4)",Romp (200% damage),45,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Petrify Death, Doom, Critical, Image, Silence, Confusion, Sap Sleep, Slow, Stop",Hyper Wrist (1/8),N/A,Berserk,None,0,0,0
Rhobite,None,9,Fist,"Attack, Incisors",70,Potion (1/8),53,None,0,110,135,35,No,None,10,Overworld (Sabin's Scenario) [Grass; Forest] [WoB],40,No,10,140,0,"Dried Meat, Dried Meat, Dried Meat, Dried Meat (255/256)",None,Raise,Easy,"Attack (3/4), Incisors (1/4)",Incisors (150% damage),30,None,Hi-Potion (Always),N/A,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Petrify Death, Doom, Critical, Image, Silence, Berserk, Confusion Sap, Sleep, Slow, Stop",Water,0,0,0
Cirpius,None,13,Ice Rod,"Attack, Beak, Break",80,None,82,None,0,102,134,20,No,Float,10,Mt. Kolts (Slopes) [WoB],100,No,10,110,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (255/256)",Meteor Strike,Hastega,Easy,"Attack (3/4), Beak (1/4)",Beak (inflicts 'Petrify'),30,Imp,"Antidote (7/8), Potion (1/8)",N/A,"Darkness, Zombie, Poison, MagiTek, Invisible, Petrify, Death Doom, Critical, Image, Silence, Berserk, Confusion, Sap Sleep, Slow, Stop",None,0,0,0
Hazer,None,5,Ice Rod,"Attack, Drain, Fire",110,Potion (1/8),35,None,0,101,120,42,No,None,12,Phantom Train,100,Yes,7,150,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (255/256)",None,Thundara,Easy,"Attack (3/4), Drain (1/4)",Unseen Strike (200% damage),25,"Zombie, Imp, Death, Doom",Hi-Potion (1/8),Humanoid,"Darkness, Poison, MagiTek, Invisible, Petrify, Critical, Image Silence, Berserk, Confusion, Sap, Sleep, Slow, Stop",Holy,0,0,0
PowerDemon,Poison,13,Ice Rod,"Attack, Mysterious Dance, Flare",145,"Holy Water (7/8), Amulet (1/8)",485,None,0,385,2058,145,No,None,29,Darill's Tomb (Any floor) [WoR],360,Yes,10,140,0,"Remedy, Remedy, Remedy, Remedy (64/256)",None,Flare,Hard,"Flare (3/4), Mysterious Dance (1/4)",Mysterious Dance (steals HP),40,"Darkness, Zombie, Poison, Imp, Petrify, Silence, Berserk Sleep, Slow, Stop","Hi-Potion (7/8), Diamond Vest (1/8)",Undead,"MagiTek, Invisible, Death, Doom, Critical, Image, Confusion Sap","Fire, Holy",0,0,0
Trixter,None,13,Magical Brush,"Attack, Fire, Fira, Firaga",120,Phoenix Down (1/8),1698,None,0,826,3815,169,No,Float,49,Phoenix Cave (Everywhere) [WoR],9900,Yes,7,165,0,"Potion, Potion, Potion, Safety Bit (32/256)",Meteor Strike,Fira,Easy,"Fira (3/4), Fire (1/4)",Hit (150% damage),30,"Darkness, Imp, Death, Doom, Silence, Confusion, Sleep Stop",Phoenix Down (1/8),Humanoid,"Zombie, Poison, MagiTek, Invisible, Petrify, Critical, Image Berserk, Sap, Slow",Holy,0,0,0
Barb-e,None,13,Sasuke,"Attack, Slap, Confuse, Dispel",100,None,1410,None,0,631,3062,214,No,None,39,Cyan's Dream/Dreamscape (Everywhere but Cave) [WoR] Ancient Castle (outside) [WoR],198,Yes,10,160,0,"Potion, Potion, Potion, Ribbon (32/256)",None,Overture,Easy,"Overture (3/4), Slap (1/4)",Slap (inflicts 'Silence'),30,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Petrify Death, Doom, Critical, Image, Silence, Berserk, Confusion Sap, Sleep",None,Humanoid,"Slow, Stop",Poison,0,0,0
Wild Cat,None,17,Dragon Claws,"Attack, Pounce, Blaster",100,None,701,None,10,416,1115,159,No,None,36,Owzer's Mansion [WoR],78,No,10,140,0,"Potion, Potion, Potion, Tintinnabulum (32/256)",None,Blaster,Easy,"Blaster (3/4), Pounce (1/4)",Pounce (150% damage),30,Silence,Tabby Suit (1/8),N/A,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Petrify Death, Doom, Critical, Image, Berserk, Confusion, Sap Sleep, Slow, Stop","Fire, Water",0,0,0
Commander,None,13,Rune Blade,"Attack, Fire",100,None,85,None,0,153,102,25,No,None,10,Hidden passage revealed in Locke's Scenario while trying to get out of South Figaro [WoB & WoR],50,No,10,150,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (255/256)",None,Break,Easy,"Attack (3/4), Fire (1/4)",Desperate Strike (200% damage),30,None,Potion (Always),Humanoid,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Petrify Death, Doom, Critical, Image, Silence, Berserk, Confusion Sap, Sleep, Slow, Stop",Poison,0,0,0
Trooper,None,15,Rune Blade,"Attack, Swing",100,None,90,None,0,96,255,54,No,None,13,Narshe Cliffs (While protecting Bannon from Kefka),60,No,10,125,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (255/256)",None,Swing,Can't Run Away,"Attack (3/4), Swing (1/4)",Swing (200% damage),25,None,"Potion (7/8), Mythril Sword (1/8)",Humanoid,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Petrify Death, Doom, Critical, Image, Silence, Berserk, Confusion Sap, Sleep, Slow, Stop",Poison,0,0,0
Covert,Poison,25,Kiku-ichimonji,"Attack, Disappear, Wind Slash, Leaf Swirl",100,None,1757,None,50,1768,4530,199,Yes,None,44,Zone Eater's Belly (Everywhere) [WoR],240,No,11,150,0,"Viper Darts, Viper Darts, Assassin's Dagger, Ichigeki (32/256)",None,Wind Slash,Can't Run Away,"Wind Slash (3/4), Disappear (1/4)",Disappear (unblockable; bestows 'Invisible'),35,"Petrify, Death, Doom, Critical, Silence, Confusion","Shuriken (7/8), Pinwheel (1/8)",Humanoid,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Image Berserk, Sap, Sleep, Slow, Stop",Holy,0,0,0
Crane,Lightning,14,Partisan,"Attack, Wrecking Ball",145,None,0,None,0,0,1800,296,No,None,23,Airship (After escaping from Magitek Research Facility),447,No,4,120,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)","Meteor Strike, Control",None,Can't Run Away,"Attack (3/4), Wrecking Ball (1/4)",Wrecking Ball (150% damage),35,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Petrify Death, Doom, Critical, Image, Silence, Berserk, Confusion Sap, Sleep, Stop",Noiseblaster (1/8),N/A,Slow,Water,1,0,0
Crane,Fire,14,Partisan,"Attack, Wrecking Ball",125,None,0,None,0,0,2300,297,No,None,24,Airship (After escaping from Magitek Research Facility),447,No,4,120,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)","Meteor Strike, Control",None,Can't Run Away,"Attack (3/4), Wrecking Ball (1/4)",Wrecking Ball (200% damage),30,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Petrify Death, Doom, Critical, Image, Silence, Berserk, Confusion Sap, Sleep, Stop","Hi-Potion (7/8), Debilitator (1/8)",N/A,Slow,"Lightning, Water",0,0,0
Crawler,None,13,Fist,"Attack, Feeler, Traveler",115,None,1456,None,0,1224,3200,177,No,None,51,"South-Western Continent (Grass, Wasteland, Desert [North] [WoR] Northern-Middle Continent (Wasteland) [WoR] North-Eastern Continent (Wasteland) [WoR]",620,No,8,150,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (128/256)",None,Traveler,Hard,"Traveler (3/4), Feeler (1/4)",Feeler (inflicts 'Poison'),40,Poison,Remedy (1/8),N/A,"Darkness, Zombie, MagiTek, Invisible, Imp, Petrify, Death Doom, Critical, Image, Silence, Berserk, Confusion, Sap Sleep, Slow, Stop",Ice,0,0,0
Eland,None,13,Fist,"Attack, Stench, Bio, Poison",110,Teleport Stone (1/8),775,None,10,550,2470,235,No,None,37,Ebot's Rock (Everywhere) [WoR],145,No,10,155,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (128/256)",None,Bio,Easy,"Bio (3/4), Stench (1/4)",Stench (inflicts 'Confusion'),32,"Imp, Sleep",Teleport Stone (1/8),N/A,"Darkness, Zombie, Poison, MagiTek, Invisible, Petrify, Death Doom, Critical, Image, Silence, Berserk, Confusion, Sap Slow, Stop",Lightning,0,0,0
Cruller,Poison,11,Fist,"Attack, Brainstorm, Sticky Goo",110,None,419,None,100,797,1334,135,No,"Darkness, Poison",28,South Figaro Cave (Everywhere except Room with Recovery Spring) [WoR],100,Yes,4,70,0,"Potion, Potion, Potion, Elixir (32/256)",None,Sticky Goo,Easy,"Sticky Goo (3/4), Brainstorm (1/4)",Brainstorm (inflicts 'Confusion'),30,"Darkness, Zombie, Poison, Imp, Petrify, Silence, Berserk Sleep, Slow, Stop",Potion (7/8),Undead,"MagiTek, Invisible, Death, Doom, Critical, Image, Confusion Sap","Fire, Holy",0,0,0
Crusher,None,13,Fist,"Attack, Direct Hit, Lifeshaver",145,Super Ball (1/8),788,None,0,577,2095,160,No,None,36,Owzer's Mansion [WoR],340,No,5,85,0,"Remedy, Remedy, Remedy, Remedy (128/256)",None,Lifeshaver,Easy,"Lifeshaver (3/4), Direct Hit (1/4)",Direct Hit (500% damage),30,"Darkness, Imp, Petrify, Death, Doom, Berserk, Confusion Sleep",Super Ball (7/8),N/A,"Zombie, Poison, MagiTek, Invisible, Critical, Image, Silence Sap, Slow, Stop",Fire,0,0,0
Curley,Fire,1,Fist,"Attack, Hit",100,None,0,None,0,0,15000,323,No,Float,47,Cyan's Dream/Dreamscape (One of the Three Dream Stooges) [WoR],2000,Yes,4,110,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)",Control,None,Can't Run Away,"Attack (3/4), Hit (1/4)",Hit (200% damage),35,"Zombie, Poison, MagiTek, Invisible, Imp, Petrify, Death Doom, Critical, Image, Silence, Berserk, Confusion, Sap Slow, Stop",None,Humanoid,"Darkness, Sleep","Ice, Water",1,0,0
Dadaluma,None,12,Fist,"Attack, Sweepkick",85,"Twist Headband (7/8), Thief's Knife (1/8)",0,None,0,1210,3270,288,Yes,None,22,Zozo (Top of Big Tower),1005,No,3,143,10,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)",None,None,Can't Run Away,"Attack (3/4), Sweepkick (1/4)","Sweepkick (standard damage, inflicts 'Sap')",30,"Zombie, Poison, Invisible, Death, Critical, Berserk, Confusion Sap","Jeweled Ring (7/8), Thief's Bracer (1/8)",Humanoid,"Darkness, MagiTek, Imp, Petrify, Doom, Image, Silence Sleep, Slow, Stop",Poison,1,0,0
Didalos,Poison,13,Fist,"Attack, Flare, Flare Star, Blaster",105,None,3500,None,0,0,12280,258,No,None,59,Kefka's Tower (2nd Party,100,No,12,150,0,"Cursed Ring, Cursed Ring, Thornlet, Lich Ring (32/256)",None,Meltdown,Hard,"Quake (3/4), Venom Tusk (1/4)",Venom Tusk (inflicts 'Poison'),37,"Darkness, Zombie, Poison, Imp, Petrify, Silence, Berserk Sleep, Stop",None,Undead,"MagiTek, Invisible, Death, Doom, Critical, Image, Confusion Sap, Slow","Fire, Holy",0,0,0
Dante,None,17,Trident,"Attack, Crystal Lance, Lv. 3 Confuse, Blizzara",105,Golden Shield (1/8),1150,None,0,712,1945,138,No,None,28,South Figaro Cave [WoR] Figaro Castle (Basement & Engine Room) [WoR],200,Yes,10,150,0,"Potion, Potion, Potion, Thunder Shield (32/256)",None,Lv.3 Confuse,Easy,"Lv. 3 Confuse (3/4), Crystal Lance (1/4)",Crystal Lance (300% damage),40,"Darkness, Zombie, Poison, Imp, Petrify, Silence, Berserk Sleep",Diamond Helm (1/8),"Humanoid, Undead","MagiTek, Invisible, Death, Doom, Critical, Image, Confusion Sap, Slow, Stop",Poison,0,0,0
Dark Force,None,12,Ice Rod,"Attack, Lv. 5 Death, Tsunami, White Wind",105,None,2950,None,0,600,8940,240,No,None,55,Kefka's Tower (1st Party,700,Yes,7,155,0,"Potion, Potion, Potion, Elixir (32/256)",None,Tsunami,Hard,"Tsunami (3/4), Lv. 5 Death (1/4)",Hit (150% damage),35,"Imp, Critical, Silence, Berserk, Confusion, Sleep, Stop",Crystal Sword (1/8),Humanoid,"Darkness, Zombie, Poison, MagiTek, Invisible, Petrify, Death Doom, Image, Sap, Slow",Holy,0,0,0
Dark Side,Poison,10,Fist,"Attack, Sapping Touch, Fire",100,Hi-Potion (1/8),165,None,0,138,255,3,No,"Sap, Float",13,"Terra/Edgar/Bannon Scenario In Mog's cave if you pick the wrong route and mess up on the stars, you have a 25% chance of encountering these enemies Anytime after the Imperial raid on Narsche (You can return to this cave and mess up the puzzle again)",85,No,8,150,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (128/256)",Meteor Strike,Blizzara,Easy,"Firaga (3/4), Sapping Touch (1/4)",Sapping Touch (inflicts 'Sap'),30,"Darkness, Zombie, Poison, Imp, Petrify, Silence, Berserk Sleep",Potion (Always),Undead,None,"Fire, Holy",0,0,0
Dark Wind,None,13,Ice Rod,"Attack, Dive",55,None,28,None,0,41,34,8,No,Float,5,"Around Narshe (Overworld, Grass/forest) [WoB] Triangle Island (Grass/Forest) [WoB]",0,No,10,140,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (255/256)",Meteor Strike,Break,Easy,"Attack (3/4), Dive (1/4)",Dive (150% damage),30,Imp,Potion (Always),N/A,"Darkness, Zombie, Poison, MagiTek, Invisible, Petrify, Death Doom, Critical, Image, Silence, Berserk, Confusion, Sap Sleep, Slow, Stop",Fire,0,0,0
Sky Base,None,10,Fist,"Attack, Death, Death, Death",140,None,2300,None,0,670,6000,260,No,None,52,Kefka's Tower (1st Party,550,No,5,140,0,"Mythril Sword, Mythril Helm, Mythril Mail, Heavy Shield (64/256)",None,Death,Hard,"Gigavolt (3/4), Death (1/4)",Mind Stop (inflicts 'Stop'),35,"Zombie, Poison, MagiTek, Imp, Petrify, Sap",Flash (1/8),N/A,"Darkness, Invisible, Death, Doom, Critical, Image, Silence Berserk, Confusion, Sleep, Slow, Stop","Lightning, Water",0,0,0
Allo Ver,Poison,13,Rune Blade,"Attack, Dead End, Dead End, Dead End",140,Tigerfang (Always),0,None,0,0,8000,155,No,None,19,Cave on the Veldt (Monster-in-a-Box) [WoR],8000,No,55,160,0,"Remedy, Remedy, Remedy, Remedy (32/256)",None,Quake,Can't Run Away,Dead End (Always),Dead End (inflicts 'Death'),55,"Poison, Imp, Silence, Berserk, Sleep, Stop","Potion (7/8), Hi-Potion (1/8)","Humanoid, Undead","Darkness, Zombie, MagiTek, Invisible, Petrify, Death, Doom Critical, Image, Confusion, Sap, Slow","Fire, Holy",0,0,0
Doom Gaze,"Ice, Poison",35,Dragon Claws,"Attack, Venom Claw",150,None,0,None,30,0,55555,331,No,"Float, Shell, Protect",68,Airship (Fly around until you find him) [WoR],38000,Yes,8,170,30,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)","Meteor Strike, Control",None,Easy,"Attack (3/4), Venom Claw (1/4)",Venom Claw (inflicts 'Poison'),95,"Darkness, Zombie, Poison, Invisible, Imp, Petrify, Death Doom, Critical, Silence, Berserk, Confusion, Sap, Sleep Slow, Stop",None,N/A,"MagiTek, Image","Fire, Holy",1,0,0
Deep Eye,None,14,Fist,"Attack, Dreamland, Dread Gaze",100,None,385,None,0,485,1334,141,No,None,28,North-Western Continent (Forest/Wasteland) [WoR],100,No,10,150,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (128/256)",None,Dread Gaze,Easy,"Dread Gaze (3/4), Dreamland (1/4)",Dreamland (inflicts 'Sleep'),30,"Imp, Sleep",Eye Drops (7/8),N/A,"Darkness, Zombie, Poison, MagiTek, Invisible, Petrify, Death Doom, Critical, Image, Silence, Berserk, Confusion, Sap Slow, Stop",Fire,0,0,0
Delta Bug,None,11,Ice Rod,"Attack, Slam, Megavolt",220,Sleeping Bag (1/8),288,None,0,211,612,126,No,None,26,Serpent Trench (Wasteland) [WoR],80,No,10,5,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (128/256)",None,Megavolt,Easy,"Megavolt (3/4), Slam (1/4)",Slam (150% damage),30,"Darkness, Poison, Imp, Berserk, Confusion",Potion (7/8),N/A,"Zombie, MagiTek, Invisible, Petrify, Death, Doom, Critical Image, Silence, Sap, Sleep, Slow, Stop",Fire,0,0,0
Poltrgeist,"Fire, Wind",15,Kiku-ichimonji,"Attack, Tyrfing",180,Radiant Lance (Always),0,None,0,0,58000,355,No,"Image, Float, Haste, Protect",67,"Kefka's Tower (Room after Guardian, Middle Party) [WoR]",18900,No,13,145,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)","Meteor Strike, Control",Shockwave,Can't Run Away,"Attack (3/4), Tyrfing (1/4)",Tyrfing (200% damage),53,"Zombie, Poison, Invisible, Imp, Petrify, Death, Doom Critical, Image, Silence, Berserk, Confusion, Sap, Sleep",Red Jacket (1/8),N/A,"Darkness, MagiTek, Slow, Stop",Poison,1,0,0
Hemophyte,None,12,Kiku-ichimonji,"Attack, Cursed Gaze, Shockwave, Holy",110,None,3090,None,0,200,6800,251,No,None,56,Kefka's Tower (2nd Party,1600,No,14,145,0,"Tent, Phoenix Down, Teleport Stone, Holy Water (128/256)",None,Shockwave,Hard,"Shockwave (3/4), Cursed Gaze (1/4)",Cursed Gaze (inflicts 'Sap'),40,"Imp, Petrify, Death, Doom, Critical",Pinwheel (1/8),Humanoid,"Darkness, Zombie, Poison, MagiTek, Invisible, Image, Silence Berserk, Confusion, Sap, Sleep, Slow, Stop",None,0,0,0
Nohrabbit,None,7,Fist,"Attack, Cure, Cura, Esuna",100,Hi-Potion (1/8),0,None,0,0,75,133,No,Haste,26,Figaro Continent (Grass/Forest/Wasteland) [WoR],200,No,30,100,0,"Dried Meat, Dried Meat, Dried Meat, Dried Meat (255/256)",None,Cura,Easy,"Cura (3/4), Cure (1/4)",Carrot (150% damage),30,"Doom, Critical, Silence, Berserk",Remedy (7/8),N/A,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Petrify Death, Image, Confusion, Sap, Sleep, Slow, Stop",Water,0,0,0
Rhinox,Lightning,13,Fist,"Attack, Poison Strike, Reraise",200,None,592,None,0,400,800,82,Yes,Protect,19,Magitek Research Facility (After Stair Room),35,No,10,100,0,"Dried Meat, Dried Meat, Dried Meat, Dried Meat (128/256)",None,Reraise,Easy,"Reraise (3/4), Poison Strike (1/4)",Poison Strike (inflicts 'Poison'),30,"Petrify, Death, Doom",Flash (1/8),N/A,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Critical Image, Silence, Berserk, Confusion, Sap, Sleep, Slow Stop",None,0,0,0
Goblin,None,18,Ice Rod,"Attack, Firaga, Thundaga, Blizzaga",70,None,2189,None,0,960,5555,219,No,Reflect,46,Cave to the Ancient Castle [WoR] Ancient Castle (outside) [WoR],1150,Yes,7,250,0,"Potion, Potion, Potion, Elixir (32/256)",Meteor Strike,Thundaga,Hard,"Thundaga (3/4), Firaga (1/4)",Swipe (400% damage),30,"Imp, Doom, Silence, Berserk, Sleep",Mythril Glove (1/8),N/A,"Darkness, Zombie, Poison, MagiTek, Invisible, Petrify, Death Critical, Image, Confusion, Sap, Slow, Stop",Holy,0,0,0
Scrapper,Poison,10,Dragon Claws,"Attack, Switchblade, Will o' the Wisp",125,Air Knife (1/8),797,None,120,2000,1759,149,Yes,Haste,34,Mt. Zozo (Any Slopes) [WoR],68,No,10,145,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (255/256)",None,Will o' the Wisp,Hard,"Will o' the Wisp (3/4), Switchblade (1/4)",Switchblade (150% damage),37,"Petrify, Death, Doom, Berserk, Confusion",Brigand's Glove (1/8),Humanoid,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Critical Image, Silence, Sap, Sleep, Slow, Stop",None,0,0,0
Buffalax,None,15,Ice Rod,"Attack, Rage, Avalanche",100,None,562,None,0,458,2252,129,Yes,Poison,26,"Serpent Trench (Grass, Wasteland [North & South]) [WoR]",218,No,10,150,0,"Tent, Phoenix Down, Teleport Stone, Holy Water (64/256)",None,Slowga,Easy,"Attack (3/4), Rage (1/4)",Rage (150% damage),30,"Petrify, Critical, Sleep","Ether (7/8), Diamond Vest (1/8)",N/A,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Death Doom, Image, Silence, Berserk, Confusion, Sap, Slow Stop","Fire, Water",0,0,0
Cephaler,None,10,Magical Brush,"Attack, Shell Slam, Stop",100,None,214,None,0,280,420,95,No,Protect,21,Grass East of Veldt Overworld (Area around Thamasa),100,No,10,140,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (255/256)",None,Shell Slam,Easy,"Attack (3/4), Shell Slam (1/4)",Shell Slam (150% damage),30,"Imp, Death, Doom, Confusion","Hi-Potion (7/8), Remedy (1/8)",N/A,"Darkness, Zombie, Poison, MagiTek, Invisible, Petrify, Critical Image, Silence, Berserk, Sap, Sleep, Slow, Stop",Lightning,0,0,0
